timestamp,date,day_of_month,hour,day_of_week,is_weekend,vm_id,vm_role,subnet,region,cpu_usage_pct,memory_usage_pct,storage_used_gb,failed_ssh_logins,active_sessions,http_error_rate_pct,network_in_mb,network_out_mb,disk_iops,incident_flag,incident_type,incident_description
2025-06-01 01:00:00,2025-06-01,1,1,Sunday,1,medicore-bastion-01,bastion,bastion,UK South,8.4,14.4,11.39,1,1,0.0,19.5,15.0,4,0,,
2025-06-01 01:00:00,2025-06-01,1,1,Sunday,1,safedata-web-vm-01,web,private,UK West,6.4,49.7,39.86,0,9,0.38,12.8,14.7,19,0,,
2025-06-01 01:00:00,2025-06-01,1,1,Sunday,1,safedata-web-vm-02,web,private,UK West,8.6,51.6,39.03,0,5,0.31,9.8,19.0,12,0,,
2025-06-01 01:00:00,2025-06-01,1,1,Sunday,1,safedata-app-vm-01,app,private,UK West,12.1,63.2,56.06,0,10,0.1,13.2,9.1,42,0,,
2025-06-01 01:00:00,2025-06-01,1,1,Sunday,1,safedata-app-vm-02,app,private,UK West,23.3,56.7,55.81,1,8,0.19,15.2,8.0,70,0,,
2025-06-01 01:00:00,2025-06-01,1,1,Sunday,1,safedata-db-01,db,restricted,UK West,18.2,61.9,127.88,1,1,0.0,20.1,10.6,143,0,,
2025-06-01 01:00:00,2025-06-01,1,1,Sunday,1,safedata-bastion-01,bastion,bastion,UK West,2.0,12.0,12.57,0,0,0.0,26.5,19.2,0,0,,
2025-06-01 02:00:00,2025-06-01,1,2,Sunday,1,medicore-web-vm-01,web,private,UK South,22.2,56.7,39.79,0,4,0.38,17.9,7.1,14,0,,
2025-06-01 02:00:00,2025-06-01,1,2,Sunday,1,medicore-web-vm-02,web,private,UK South,18.0,48.5,39.86,0,8,0.39,19.9,0.0,27,0,,
2025-06-01 02:00:00,2025-06-01,1,2,Sunday,1,medicore-app-vm-01,app,private,UK South,16.2,60.0,55.8,0,6,0.43,17.6,13.3,36,0,,
2025-06-01 02:00:00,2025-06-01,1,2,Sunday,1,medicore-app-vm-02,app,private,UK South,18.6,54.6,56.01,0,5,0.14,22.0,25.1,11,0,,
2025-06-01 02:00:00,2025-06-01,1,2,Sunday,1,medicore-app-vm-03,app,private,UK South,13.0,55.8,55.36,0,7,0.08,13.8,4.1,90,0,,
2025-06-01 02:00:00,2025-06-01,1,2,Sunday,1,medicore-db-primary,db,restricted,UK South,16.7,61.7,127.49,3,1,0.0,28.8,12.0,87,0,,
2025-06-01 02:00:00,2025-06-01,1,2,Sunday,1,medicore-db-replica,db,restricted,UK South,10.2,69.4,127.68,1,0,0.0,16.9,18.4,191,0,,
2025-06-01 02:00:00,2025-06-01,1,2,Sunday,1,medicore-bastion-01,bastion,bastion,UK South,2.0,12.0,12.07,1,2,0.0,34.4,10.5,4,0,,
2025-06-01 02:00:00,2025-06-01,1,2,Sunday,1,safedata-web-vm-01,web,private,UK West,21.2,61.6,39.71,0,3,0.22,23.5,10.4,19,0,,
2025-06-01 02:00:00,2025-06-01,1,2,Sunday,1,safedata-web-vm-02,web,private,UK West,28.0,52.5,40.49,2,8,0.04,7.0,5.4,16,0,,
2025-06-01 02:00:00,2025-06-01,1,2,Sunday,1,safedata-app-vm-01,app,private,UK West,22.5,58.0,56.62,0,2,0.14,15.4,11.4,4,0,,
2025-06-01 02:00:00,2025-06-01,1,2,Sunday,1,safedata-app-vm-02,app,private,UK West,14.7,51.6,56.59,0,5,0.14,18.3,15.7,58,0,,
2025-06-01 02:00:00,2025-06-01,1,2,Sunday,1,safedata-db-01,db,restricted,UK West,9.9,61.0,127.92,0,1,0.0,0.0,17.1,14,0,,
2025-06-01 02:00:00,2025-06-01,1,2,Sunday,1,safedata-bastion-01,bastion,bastion,UK West,2.1,16.8,11.71,0,1,0.0,18.6,7.5,0,0,,
2025-06-01 03:00:00,2025-06-01,1,3,Sunday,1,medicore-web-vm-01,web,private,UK South,10.8,44.4,40.51,1,5,0.14,25.1,20.4,0,0,,
2025-06-01 03:00:00,2025-06-01,1,3,Sunday,1,medicore-web-vm-02,web,private,UK South,2.0,58.6,40.01,0,3,0.09,19.0,7.0,6,0,,
2025-06-01 03:00:00,2025-06-01,1,3,Sunday,1,medicore-app-vm-01,app,private,UK South,3.0,64.8,56.12,2,7,0.16,17.3,13.7,0,0,,
2025-06-01 03:00:00,2025-06-01,1,3,Sunday,1,medicore-app-vm-02,app,private,UK South,15.2,57.9,55.54,0,3,0.17,24.4,8.4,58,0,,
2025-06-01 03:00:00,2025-06-01,1,3,Sunday,1,medicore-app-vm-03,app,private,UK South,24.6,65.4,55.78,0,7,0.03,37.5,14.9,83,0,,
2025-06-01 03:00:00,2025-06-01,1,3,Sunday,1,medicore-db-primary,db,restricted,UK South,11.5,65.8,127.82,0,0,0.0,22.7,15.3,156,0,,
2025-06-01 03:00:00,2025-06-01,1,3,Sunday,1,medicore-db-replica,db,restricted,UK South,3.2,67.5,127.92,1,1,0.0,25.6,18.3,24,0,,
2025-06-01 03:00:00,2025-06-01,1,3,Sunday,1,medicore-bastion-01,bastion,bastion,UK South,2.0,12.0,11.93,0,2,0.0,24.6,13.0,4,0,,
2025-06-01 03:00:00,2025-06-01,1,3,Sunday,1,safedata-web-vm-01,web,private,UK West,9.0,49.2,40.15,0,6,0.28,28.0,14.9,15,0,,
2025-06-01 03:00:00,2025-06-01,1,3,Sunday,1,safedata-web-vm-02,web,private,UK West,24.3,48.4,39.92,1,8,0.45,10.2,1.3,26,0,,
2025-06-01 03:00:00,2025-06-01,1,3,Sunday,1,safedata-app-vm-01,app,private,UK West,21.9,59.6,56.08,0,4,0.35,9.0,13.3,49,0,,
2025-06-01 03:00:00,2025-06-01,1,3,Sunday,1,safedata-app-vm-02,app,private,UK West,19.5,52.0,55.6,2,4,0.46,33.1,12.3,68,0,,
2025-06-01 03:00:00,2025-06-01,1,3,Sunday,1,safedata-db-01,db,restricted,UK West,5.2,75.7,127.95,1,0,0.0,14.6,17.1,0,0,,
2025-06-01 03:00:00,2025-06-01,1,3,Sunday,1,safedata-bastion-01,bastion,bastion,UK West,2.0,14.4,12.38,0,0,0.0,11.5,5.2,2,0,,
2025-06-01 04:00:00,2025-06-01,1,4,Sunday,1,medicore-web-vm-01,web,private,UK South,15.9,42.8,40.24,0,4,0.48,16.7,10.4,0,0,,
2025-06-01 04:00:00,2025-06-01,1,4,Sunday,1,medicore-web-vm-02,web,private,UK South,36.6,52.4,40.0,0,3,0.24,17.8,7.7,13,0,,
2025-06-01 04:00:00,2025-06-01,1,4,Sunday,1,medicore-app-vm-01,app,private,UK South,16.5,70.5,55.2,0,5,0.14,26.7,5.3,88,0,,
2025-06-01 04:00:00,2025-06-01,1,4,Sunday,1,medicore-app-vm-02,app,private,UK South,23.6,68.9,56.22,0,4,0.05,9.0,16.9,7,0,,
2025-06-01 04:00:00,2025-06-01,1,4,Sunday,1,medicore-app-vm-03,app,private,UK South,19.4,61.8,56.49,0,2,0.04,9.9,14.0,0,0,,
2025-06-01 04:00:00,2025-06-01,1,4,Sunday,1,medicore-db-primary,db,restricted,UK South,15.7,63.7,127.84,0,1,0.0,26.4,16.5,0,0,,
2025-06-01 04:00:00,2025-06-01,1,4,Sunday,1,medicore-db-replica,db,restricted,UK South,17.0,49.8,127.47,2,3,0.0,13.6,9.8,80,0,,
2025-06-01 04:00:00,2025-06-01,1,4,Sunday,1,medicore-bastion-01,bastion,bastion,UK South,2.9,12.0,11.6,0,3,0.0,23.9,2.2,4,0,,
2025-06-01 04:00:00,2025-06-01,1,4,Sunday,1,safedata-web-vm-01,web,private,UK West,32.0,57.0,39.86,0,8,0.19,22.2,8.3,12,0,,
2025-06-01 04:00:00,2025-06-01,1,4,Sunday,1,safedata-web-vm-02,web,private,UK West,20.1,46.9,40.06,0,6,0.33,12.0,12.6,13,0,,
2025-06-01 04:00:00,2025-06-01,1,4,Sunday,1,safedata-app-vm-01,app,private,UK West,21.6,49.4,56.0,0,3,0.36,12.7,23.9,34,0,,
2025-06-01 04:00:00,2025-06-01,1,4,Sunday,1,safedata-app-vm-02,app,private,UK West,8.7,57.2,56.15,1,4,0.48,22.3,4.1,29,0,,
2025-06-01 04:00:00,2025-06-01,1,4,Sunday,1,safedata-db-01,db,restricted,UK West,16.3,65.8,128.25,0,2,0.0,22.9,2.8,79,0,,
2025-06-01 04:00:00,2025-06-01,1,4,Sunday,1,safedata-bastion-01,bastion,bastion,UK West,4.5,12.0,12.13,2,2,0.0,16.3,3.6,4,0,,
2025-06-01 05:00:00,2025-06-01,1,5,Sunday,1,medicore-web-vm-01,web,private,UK South,7.7,60.9,39.92,0,7,0.44,19.1,16.3,12,0,,
2025-06-01 05:00:00,2025-06-01,1,5,Sunday,1,medicore-web-vm-02,web,private,UK South,25.8,47.2,39.85,0,7,0.18,0.0,6.0,1,0,,
2025-06-01 05:00:00,2025-06-01,1,5,Sunday,1,medicore-app-vm-01,app,private,UK South,6.4,51.5,55.68,2,7,0.47,23.5,19.0,84,0,,
2025-06-01 05:00:00,2025-06-01,1,5,Sunday,1,medicore-app-vm-02,app,private,UK South,8.6,60.5,55.84,0,7,0.2,13.2,16.8,67,0,,
2025-06-01 05:00:00,2025-06-01,1,5,Sunday,1,medicore-app-vm-03,app,private,UK South,20.1,57.4,55.79,0,5,0.44,12.4,15.3,68,0,,
2025-06-01 05:00:00,2025-06-01,1,5,Sunday,1,medicore-db-primary,db,restricted,UK South,8.6,65.7,127.48,0,1,0.0,7.9,8.9,99,0,,
2025-06-01 05:00:00,2025-06-01,1,5,Sunday,1,medicore-db-replica,db,restricted,UK South,11.9,73.3,128.76,1,2,0.0,13.8,13.4,105,0,,
2025-06-01 05:00:00,2025-06-01,1,5,Sunday,1,medicore-bastion-01,bastion,bastion,UK South,4.8,13.0,12.12,1,2,0.0,23.7,11.0,3,0,,
2025-06-01 05:00:00,2025-06-01,1,5,Sunday,1,safedata-web-vm-01,web,private,UK West,25.7,46.3,40.11,1,1,0.31,14.9,12.1,12,0,,
2025-06-01 05:00:00,2025-06-01,1,5,Sunday,1,safedata-web-vm-02,web,private,UK West,22.0,42.5,40.45,0,9,0.15,19.7,9.8,13,0,,
2025-06-01 05:00:00,2025-06-01,1,5,Sunday,1,safedata-app-vm-01,app,private,UK West,7.1,66.8,55.86,3,2,0.01,19.0,11.2,0,0,,
2025-06-01 05:00:00,2025-06-01,1,5,Sunday,1,safedata-app-vm-02,app,private,UK West,22.4,67.6,55.49,1,5,0.34,14.7,4.3,62,0,,
2025-06-01 05:00:00,2025-06-01,1,5,Sunday,1,safedata-db-01,db,restricted,UK West,14.6,64.3,128.55,0,0,0.0,9.4,11.7,101,0,,
2025-06-01 05:00:00,2025-06-01,1,5,Sunday,1,safedata-bastion-01,bastion,bastion,UK West,2.0,12.5,11.62,1,1,0.0,29.6,14.1,3,0,,
2025-06-01 06:00:00,2025-06-01,1,6,Sunday,1,medicore-web-vm-01,web,private,UK South,20.6,55.1,40.19,0,5,0.06,28.6,7.9,30,0,,
2025-06-01 06:00:00,2025-06-01,1,6,Sunday,1,medicore-web-vm-02,web,private,UK South,15.7,42.0,40.04,0,3,0.04,12.6,9.3,0,0,,
2025-06-01 06:00:00,2025-06-01,1,6,Sunday,1,medicore-app-vm-01,app,private,UK South,8.5,65.3,56.24,1,4,0.25,21.4,21.0,62,0,,
2025-06-01 06:00:00,2025-06-01,1,6,Sunday,1,medicore-app-vm-02,app,private,UK South,16.7,60.2,56.06,0,2,0.2,1.7,13.2,4,0,,
2025-06-01 06:00:00,2025-06-01,1,6,Sunday,1,medicore-app-vm-03,app,private,UK South,23.9,64.4,55.85,0,4,0.27,14.4,16.2,47,0,,
2025-06-01 06:00:00,2025-06-01,1,6,Sunday,1,medicore-db-primary,db,restricted,UK South,15.6,69.4,128.31,0,3,0.0,13.7,14.4,236,0,,
2025-06-01 06:00:00,2025-06-01,1,6,Sunday,1,medicore-db-replica,db,restricted,UK South,10.5,66.4,127.69,1,1,0.0,13.8,6.4,136,0,,
2025-06-01 06:00:00,2025-06-01,1,6,Sunday,1,medicore-bastion-01,bastion,bastion,UK South,2.0,13.9,11.85,0,0,0.0,19.7,18.5,2,0,,
2025-06-01 06:00:00,2025-06-01,1,6,Sunday,1,safedata-web-vm-01,web,private,UK West,23.5,58.1,39.44,0,8,0.21,10.8,15.9,0,0,,
2025-06-01 06:00:00,2025-06-01,1,6,Sunday,1,safedata-web-vm-02,web,private,UK West,27.8,61.7,39.81,1,6,0.44,21.2,16.6,0,0,,
2025-06-01 06:00:00,2025-06-01,1,6,Sunday,1,safedata-app-vm-01,app,private,UK West,24.9,47.8,55.89,1,6,0.04,9.0,12.5,0,0,,
2025-06-01 06:00:00,2025-06-01,1,6,Sunday,1,safedata-app-vm-02,app,private,UK West,24.0,56.5,55.53,0,3,0.37,14.6,10.1,98,0,,
2025-06-01 06:00:00,2025-06-01,1,6,Sunday,1,safedata-db-01,db,restricted,UK West,13.5,68.0,128.31,0,0,0.0,19.9,11.6,81,0,,
2025-06-01 06:00:00,2025-06-01,1,6,Sunday,1,safedata-bastion-01,bastion,bastion,UK West,4.2,12.0,12.22,0,1,0.0,17.4,12.8,3,0,,
2025-06-01 07:00:00,2025-06-01,1,7,Sunday,1,medicore-web-vm-01,web,private,UK South,14.9,59.6,39.37,0,2,0.35,41.5,15.7,1,0,,
2025-06-01 07:00:00,2025-06-01,1,7,Sunday,1,medicore-web-vm-02,web,private,UK South,11.0,65.4,39.94,1,8,0.34,19.7,15.8,0,0,,
2025-06-01 07:00:00,2025-06-01,1,7,Sunday,1,medicore-app-vm-01,app,private,UK South,27.8,52.0,56.09,1,11,0.4,12.0,19.7,28,0,,
2025-06-01 07:00:00,2025-06-01,1,7,Sunday,1,medicore-app-vm-02,app,private,UK South,18.7,52.8,55.62,1,4,0.3,4.9,18.5,82,0,,
2025-06-01 07:00:00,2025-06-01,1,7,Sunday,1,medicore-app-vm-03,app,private,UK South,4.5,55.2,56.02,0,2,0.2,27.0,18.1,109,0,,
2025-06-01 07:00:00,2025-06-01,1,7,Sunday,1,medicore-db-primary,db,restricted,UK South,17.5,68.9,128.18,1,0,0.0,24.8,10.5,111,0,,
2025-06-01 07:00:00,2025-06-01,1,7,Sunday,1,medicore-db-replica,db,restricted,UK South,11.2,68.9,127.99,0,0,0.0,10.4,17.8,40,0,,
2025-06-01 07:00:00,2025-06-01,1,7,Sunday,1,medicore-bastion-01,bastion,bastion,UK South,2.0,12.8,12.45,0,1,0.0,24.2,15.3,1,0,,
2025-06-01 07:00:00,2025-06-01,1,7,Sunday,1,safedata-web-vm-01,web,private,UK West,16.8,42.7,39.82,0,5,0.32,20.6,12.7,17,0,,
2025-06-01 07:00:00,2025-06-01,1,7,Sunday,1,safedata-web-vm-02,web,private,UK West,16.4,52.3,39.79,0,8,0.33,12.7,13.4,4,0,,
2025-06-01 07:00:00,2025-06-01,1,7,Sunday,1,safedata-app-vm-01,app,private,UK West,31.3,51.3,56.16,1,1,0.32,12.1,17.8,102,0,,
2025-06-01 07:00:00,2025-06-01,1,7,Sunday,1,safedata-app-vm-02,app,private,UK West,14.7,50.4,55.97,1,7,0.36,38.6,2.3,52,0,,
2025-06-01 07:00:00,2025-06-01,1,7,Sunday,1,safedata-db-01,db,restricted,UK West,7.6,60.0,127.82,0,0,0.0,16.4,8.3,133,0,,
2025-06-01 07:00:00,2025-06-01,1,7,Sunday,1,safedata-bastion-01,bastion,bastion,UK West,5.1,12.0,12.14,0,0,0.0,34.9,16.2,6,0,,
2025-06-01 08:00:00,2025-06-01,1,8,Sunday,1,medicore-web-vm-01,web,private,UK South,13.9,64.1,40.03,1,5,0.17,12.6,18.5,18,0,,
2025-06-01 08:00:00,2025-06-01,1,8,Sunday,1,medicore-web-vm-02,web,private,UK South,7.3,49.8,40.36,0,6,0.02,19.1,5.6,3,0,,
2025-06-01 08:00:00,2025-06-01,1,8,Sunday,1,medicore-app-vm-01,app,private,UK South,13.8,58.3,56.03,0,8,0.47,23.7,12.5,33,0,,
2025-06-01 08:00:00,2025-06-01,1,8,Sunday,1,medicore-app-vm-02,app,private,UK South,23.5,58.0,56.08,1,2,0.35,20.6,12.2,35,0,,
2025-06-01 08:00:00,2025-06-01,1,8,Sunday,1,medicore-app-vm-03,app,private,UK South,24.5,63.3,55.99,0,4,0.18,24.5,15.0,37,0,,
2025-06-01 08:00:00,2025-06-01,1,8,Sunday,1,medicore-db-primary,db,restricted,UK South,4.8,60.5,127.13,0,1,0.0,20.3,21.2,169,0,,
2025-06-01 08:00:00,2025-06-01,1,8,Sunday,1,medicore-db-replica,db,restricted,UK South,11.1,75.4,128.04,1,0,0.0,15.3,9.8,34,0,,
2025-06-01 08:00:00,2025-06-01,1,8,Sunday,1,medicore-bastion-01,bastion,bastion,UK South,2.9,12.0,12.0,2,0,0.0,12.2,15.0,7,0,,
2025-06-01 08:00:00,2025-06-01,1,8,Sunday,1,safedata-web-vm-01,web,private,UK West,7.6,50.5,39.96,0,5,0.21,25.9,9.7,11,0,,
2025-06-01 08:00:00,2025-06-01,1,8,Sunday,1,safedata-web-vm-02,web,private,UK West,22.9,46.4,40.03,0,3,0.48,9.1,6.0,11,0,,
2025-06-01 08:00:00,2025-06-01,1,8,Sunday,1,safedata-app-vm-01,app,private,UK West,6.2,74.4,55.64,0,9,0.34,17.7,2.4,23,0,,
2025-06-01 08:00:00,2025-06-01,1,8,Sunday,1,safedata-app-vm-02,app,private,UK West,17.5,66.4,56.42,1,3,0.37,27.7,24.1,40,0,,
2025-06-01 08:00:00,2025-06-01,1,8,Sunday,1,safedata-db-01,db,restricted,UK West,10.5,66.3,127.6,0,2,0.0,10.2,19.1,134,0,,
2025-06-01 08:00:00,2025-06-01,1,8,Sunday,1,safedata-bastion-01,bastion,bastion,UK West,5.0,12.0,11.57,0,0,0.0,30.0,20.0,4,0,,
2025-06-01 09:00:00,2025-06-01,1,9,Sunday,1,medicore-web-vm-01,web,private,UK South,19.6,67.2,39.81,1,7,0.19,25.4,1.6,0,0,,
2025-06-01 09:00:00,2025-06-01,1,9,Sunday,1,medicore-web-vm-02,web,private,UK South,20.6,53.0,39.85,0,13,0.09,15.3,14.0,12,0,,
2025-06-01 09:00:00,2025-06-01,1,9,Sunday,1,medicore-app-vm-01,app,private,UK South,17.4,59.4,56.24,0,8,0.44,22.6,19.7,56,0,,
2025-06-01 09:00:00,2025-06-01,1,9,Sunday,1,medicore-app-vm-02,app,private,UK South,17.2,51.4,55.94,1,7,0.38,11.2,3.3,2,0,,
2025-06-01 09:00:00,2025-06-01,1,9,Sunday,1,medicore-app-vm-03,app,private,UK South,15.3,54.3,55.75,1,4,0.31,1.2,19.0,18,0,,
2025-06-01 09:00:00,2025-06-01,1,9,Sunday,1,medicore-db-primary,db,restricted,UK South,12.7,59.1,128.66,0,1,0.0,15.6,24.4,168,0,,
2025-06-01 09:00:00,2025-06-01,1,9,Sunday,1,medicore-db-replica,db,restricted,UK South,16.1,69.1,128.23,0,0,0.0,13.6,11.0,52,0,,
2025-06-01 09:00:00,2025-06-01,1,9,Sunday,1,medicore-bastion-01,bastion,bastion,UK South,4.1,16.7,12.03,0,0,0.0,29.8,7.7,0,0,,
2025-06-01 09:00:00,2025-06-01,1,9,Sunday,1,safedata-web-vm-01,web,private,UK West,15.3,51.1,40.45,2,7,0.29,23.0,9.1,0,0,,
2025-06-01 09:00:00,2025-06-01,1,9,Sunday,1,safedata-web-vm-02,web,private,UK West,17.1,39.6,40.1,0,7,0.04,16.8,11.8,29,0,,
2025-06-01 09:00:00,2025-06-01,1,9,Sunday,1,safedata-app-vm-01,app,private,UK West,28.0,56.8,55.82,0,4,0.03,21.8,6.1,9,0,,
2025-06-01 09:00:00,2025-06-01,1,9,Sunday,1,safedata-app-vm-02,app,private,UK West,20.1,58.5,55.75,1,3,0.03,10.6,0.0,62,0,,
2025-06-01 09:00:00,2025-06-01,1,9,Sunday,1,safedata-db-01,db,restricted,UK West,14.9,63.0,128.02,1,1,0.0,22.1,16.8,0,0,,
2025-06-01 09:00:00,2025-06-01,1,9,Sunday,1,safedata-bastion-01,bastion,bastion,UK West,2.9,12.0,12.14,0,0,0.0,17.7,7.6,1,0,,
2025-06-01 10:00:00,2025-06-01,1,10,Sunday,1,medicore-web-vm-01,web,private,UK South,17.6,60.0,39.7,1,3,0.23,18.5,4.4,11,0,,
2025-06-01 10:00:00,2025-06-01,1,10,Sunday,1,medicore-web-vm-02,web,private,UK South,12.4,66.1,40.53,0,4,0.39,9.7,8.1,4,0,,
2025-06-01 10:00:00,2025-06-01,1,10,Sunday,1,medicore-app-vm-01,app,private,UK South,15.1,53.3,56.04,0,7,0.03,31.0,17.3,33,0,,
2025-06-01 10:00:00,2025-06-01,1,10,Sunday,1,medicore-app-vm-02,app,private,UK South,16.9,82.4,56.09,1,7,0.4,12.0,16.6,30,0,,
2025-06-01 10:00:00,2025-06-01,1,10,Sunday,1,medicore-app-vm-03,app,private,UK South,10.7,60.8,56.29,0,5,0.09,23.3,13.8,58,0,,
2025-06-01 10:00:00,2025-06-01,1,10,Sunday,1,medicore-db-primary,db,restricted,UK South,11.2,56.9,127.78,2,3,0.0,19.6,5.6,113,0,,
2025-06-01 10:00:00,2025-06-01,1,10,Sunday,1,medicore-db-replica,db,restricted,UK South,11.3,71.9,128.36,1,0,0.0,38.7,7.2,125,0,,
2025-06-01 10:00:00,2025-06-01,1,10,Sunday,1,medicore-bastion-01,bastion,bastion,UK South,2.8,12.1,12.54,0,2,0.0,20.8,11.5,0,0,,
2025-06-01 10:00:00,2025-06-01,1,10,Sunday,1,safedata-web-vm-01,web,private,UK West,12.0,58.9,40.16,1,6,0.18,11.3,11.4,24,0,,
2025-06-01 10:00:00,2025-06-01,1,10,Sunday,1,safedata-web-vm-02,web,private,UK West,16.3,52.9,40.11,0,4,0.42,11.7,17.2,0,0,,
2025-06-01 10:00:00,2025-06-01,1,10,Sunday,1,safedata-app-vm-01,app,private,UK West,18.8,73.6,55.7,0,10,0.06,12.6,1.8,0,0,,
2025-06-01 10:00:00,2025-06-01,1,10,Sunday,1,safedata-app-vm-02,app,private,UK West,18.8,67.7,56.08,0,4,0.43,17.5,15.1,28,0,,
2025-06-01 10:00:00,2025-06-01,1,10,Sunday,1,safedata-db-01,db,restricted,UK West,15.0,69.3,127.72,1,1,0.0,26.7,14.2,212,0,,
2025-06-01 10:00:00,2025-06-01,1,10,Sunday,1,safedata-bastion-01,bastion,bastion,UK West,2.0,12.0,11.99,0,1,0.0,15.6,18.3,1,0,,
2025-06-01 11:00:00,2025-06-01,1,11,Sunday,1,medicore-web-vm-01,web,private,UK South,19.4,58.3,40.27,0,3,0.29,19.7,7.6,12,0,,
2025-06-01 11:00:00,2025-06-01,1,11,Sunday,1,medicore-web-vm-02,web,private,UK South,18.8,60.1,40.08,2,9,0.3,23.1,5.9,19,0,,
2025-06-01 11:00:00,2025-06-01,1,11,Sunday,1,medicore-app-vm-01,app,private,UK South,12.2,60.2,55.92,0,6,0.18,0.0,8.3,34,0,,
2025-06-01 11:00:00,2025-06-01,1,11,Sunday,1,medicore-app-vm-02,app,private,UK South,15.4,55.2,55.58,0,3,0.0,17.3,10.1,13,0,,
2025-06-01 11:00:00,2025-06-01,1,11,Sunday,1,medicore-app-vm-03,app,private,UK South,19.9,69.4,55.44,1,2,0.17,18.9,18.5,36,0,,
2025-06-01 11:00:00,2025-06-01,1,11,Sunday,1,medicore-db-primary,db,restricted,UK South,19.6,64.6,127.79,0,2,0.0,5.9,2.5,146,0,,
2025-06-01 11:00:00,2025-06-01,1,11,Sunday,1,medicore-db-replica,db,restricted,UK South,10.1,66.0,128.48,0,1,0.0,25.2,6.7,62,0,,
2025-06-01 11:00:00,2025-06-01,1,11,Sunday,1,medicore-bastion-01,bastion,bastion,UK South,6.6,12.0,12.15,0,1,0.0,16.7,11.4,3,0,,
